Character,Count
4,928666
3,787376
5,701324
6,437831
2,367253
7,170080
8,69592
9,21743
1,16734
10,5602
11,1814
12,851
13,419
14,208
15,129
16,62
17,44
18,33
19,25
20,15
22,15
21,12
24,8
23,7
32,4
27,4
30,3
45,3
41,3
25,2
50,2
26,2
33,2
48,1
37,1
36,1
31,1
35,1
38,1
49,1
72,1
40,1
73,1
39,1
28,1
53,1
70,1
